Original Filename	Sample Name	Glucose Concentration	Time	Component Name	Mass Info	Area	Modified
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 147/103	147.0 / 103.0	46984.4	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 148/104	148.0 / 104.0	13737.2835	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 148/103	148.0 / 103.0	65472.592	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 149/105	149.0 / 105.0	258.0505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 149/104	149.0 / 104.0	3980.142	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 150/106	150.0 / 106.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 150/105	150.0 / 105.0	1669.542	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 146/41	146.0 / 41.0	22465.942	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 147/41	147.0 / 41.0	770.2335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 147/42	147.0 / 42.0	256.0915	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 148/41	148.0 / 41.0	251.9303557	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 148/42	148.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 148/43	148.0 / 43.0	2181.825	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 146/128	146.0 / 128.0	1468771.358	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 147/129	147.0 / 129.0	112328.1995	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 148/130	148.0 / 130.0	116310.8335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 149/131	149.0 / 131.0	5260.7325	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 150/132	150.0 / 132.0	1542.4255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 70)"	C. [13C-glc] G2.5 15min	G2.5	15min	Glutamate 151/133	151.0 / 133.0	N/A	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	taurine	124.0 / 80.0	438370.883	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	D4-taurine	128.0 / 80.0	512.183	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	PEP 167/79	167.0 / 79.0	20602.5705	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	PEP 168/79	168.0 / 79.0	5137.334	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	PEP 169/79	169.0 / 79.0	1411.3915	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	PEP 170/79	170.0 / 79.0	7829.3495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 132/88	132.0 / 88.0	58928.751	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 133/88	133.0 / 88.0	1796.7915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 133/89	133.0 / 89.0	10142.4085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 134/90	134.0 / 90.0	5648.058	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 134/89	134.0 / 89.0	3595.342	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 135/91	135.0 / 91.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 135/90	135.0 / 90.0	641.1915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Aspartate 136/91	136.0 / 91.0	N/A	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	3PG 185/79	185.0 / 79.0	1669.442	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	3PG 186/79	186.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	3PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	3PG 188/79	188.0 / 79.0	641.1915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	2PG 185/79	185.0 / 79.0	11166.3745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	2PG 186/79	186.0 / 79.0	512.2495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	2PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	2PG 188/79	188.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Malate 133/115	133.0 / 115.0	206679.458	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Malate 134/116	134.0 / 116.0	22848.9495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Malate 135/117	135.0 / 117.0	24003.9165	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Malate 136/118	136.0 / 118.0	3724.1835	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Malate 137/119	137.0 / 119.0	249.3183779	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 146/102	146.0 / 102.0	688754.6675	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 147/102	147.0 / 102.0	17973.8505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 147/103	147.0 / 103.0	81908.417	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 148/104	148.0 / 104.0	31065.1325	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 148/103	148.0 / 103.0	120929.5745	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 149/105	149.0 / 105.0	1798.617	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 149/104	149.0 / 104.0	7702.3335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 150/106	150.0 / 106.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 150/105	150.0 / 105.0	3337.3915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 151/106	151.0 / 106.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 146/41	146.0 / 41.0	28115.2335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 147/41	147.0 / 41.0	1284.4085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 147/42	147.0 / 42.0	1155.4335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 148/41	148.0 / 41.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 148/42	148.0 / 42.0	128.5340384	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 148/43	148.0 / 43.0	2952.158	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 149/41	149.0 / 41.0	382.6988421	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 149/43	149.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 146/128	146.0 / 128.0	1639414.192	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 147/129	147.0 / 129.0	116822.3495	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 148/130	148.0 / 130.0	137110.7255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 149/131	149.0 / 131.0	10013.5665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 150/132	150.0 / 132.0	4492.5915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 71)"	D. [13C-glc] G2.5 30min	G2.5	30min	Glutamate 151/133	151.0 / 133.0	385.1665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	taurine	124.0 / 80.0	430408.9405	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	D4-taurine	128.0 / 80.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	PEP 167/79	167.0 / 79.0	22976.066	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	PEP 168/79	168.0 / 79.0	4875.5325	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	PEP 169/79	169.0 / 79.0	1923.641	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	PEP 170/79	170.0 / 79.0	11039.258	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 132/88	132.0 / 88.0	71250.3335	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 133/88	133.0 / 88.0	3212.2675	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 133/89	133.0 / 89.0	10527.475	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 134/90	134.0 / 90.0	9115.917	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 134/89	134.0 / 89.0	7706.4845	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 135/91	135.0 / 91.0	1157.3255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 135/90	135.0 / 90.0	1796.5915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Aspartate 136/91	136.0 / 91.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	3PG 185/79	185.0 / 79.0	1540.4665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	3PG 186/79	186.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	3PG 187/79	187.0 / 79.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	3PG 188/79	188.0 / 79.0	899.3085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	2PG 185/79	185.0 / 79.0	9242.8665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	2PG 186/79	186.0 / 79.0	2181.7915	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	2PG 187/79	187.0 / 79.0	512.183	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	2PG 188/79	188.0 / 79.0	1284.4085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Malate 133/115	133.0 / 115.0	224523.3665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Malate 134/116	134.0 / 116.0	25544.683	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Malate 135/117	135.0 / 117.0	40822.3665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Malate 136/118	136.0 / 118.0	7317.1	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Malate 137/119	137.0 / 119.0	1155.3	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 146/102	146.0 / 102.0	700862.92	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 147/102	147.0 / 102.0	29144.3425	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 147/103	147.0 / 103.0	106548.2325	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 148/104	148.0 / 104.0	37231.076	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 148/103	148.0 / 103.0	136714.708	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 149/105	149.0 / 105.0	4496.476	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 149/104	149.0 / 104.0	17330.7665	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 150/106	150.0 / 106.0	1157.359	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 150/105	150.0 / 105.0	7444.3165	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 151/106	151.0 / 106.0	1155.3	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 146/41	146.0 / 41.0	25421.3845	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 147/41	147.0 / 41.0	899.2085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 147/42	147.0 / 42.0	643.1505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 148/41	148.0 / 41.0	258.0505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 148/42	148.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 148/43	148.0 / 43.0	2183.6505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 149/41	149.0 / 41.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 149/42	149.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 149/43	149.0 / 43.0	254.854978	TRUE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 150/42	150.0 / 42.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 150/43	150.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 151/43	151.0 / 43.0	N/A	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 146/128	146.0 / 128.0	1650248.2	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 147/129	147.0 / 129.0	167270.375	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 148/130	148.0 / 130.0	197054.2505	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 149/131	149.0 / 131.0	18358.817	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 150/132	150.0 / 132.0	9501.117	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 72)"	E. [13C-glc] G2.5 60min	G2.5	60min	Glutamate 151/133	151.0 / 133.0	899.2085	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 73)"	F. [13C-glc] G2.5 120min	G2.5	120min	taurine	124.0 / 80.0	439015.9255	FALSE
"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 73)"	F. [13C-glc] G2.5 120min	G2.5	120min	D4-taurine	128.0 / 80.0	258.017	FALSE
